,formatted_address,latitude,longitude,postcode,Floors,Units,Construction Year,Type,Area
1076,"110 Rue Villeneuve E, Montréal, QC H2T 1L2, Canada",45.522661,-73.5881611,H2T 1L2,3.0,3.0,1924.0,Residential,108.0
1077,"2238 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.48784819999999,-73.58088740000001,H3H 1S1,4.0,12.0,1900.0,Residential,176.0
1078,"229 Rue Villeneuve E, Montréal, QC H2T 1L6, Canada",45.5239229,-73.5872277,H2T 1L6,3.0,4.0,1931.0,Residential,134.0
1079,"2234 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.4878941,-73.5807978,H3H 1S1,3.0,8.0,1900.0,Residential,249.0
1080,"215 Rue Villeneuve E, Montréal, QC H2T 1L6, Canada",45.52389669999999,-73.5873376,H2T 1L6,3.0,7.0,1987.0,Residential,342.0
1081,"2224 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.4879489,-73.5806194,H3H 1S1,3.0,1.0,1900.0,Residential,276.0
1082,"2216 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.487964,-73.5804859,H3H 1S1,3.0,3.0,1900.0,Residential,272.0
1083,"2210 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.488011,-73.58041600000001,H3H 1S1,2.0,1.0,1900.0,Residential,90.0
1084,"15 Rue Villeneuve O, Montréal, QC H2T 2R1, Canada",45.5212795,-73.5896728,H2T 2R1,3.0,3.0,1900.0,Residential,186.0
1085,"21 Rue Villeneuve O, Montréal, QC H2T 2R1, Canada",45.5212847,-73.5898423,H2T 2R1,3.0,3.0,1900.0,Residential,163.0
1086,"2212 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.488041700000004,-73.5804501,H3H 1S1,1.0,1.0,1900.0,Residential,59.0
1087,"27 Rue Villeneuve O, Montréal, QC H2T 2R1, Canada",45.521171,-73.58980749999998,H2T 2R1,3.0,3.0,1900.0,Residential,166.0
1088,"2214 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.488011,-73.58041600000001,H3H 1S1,1.0,1.0,1900.0,Residential,58.0
1089,"33 Rue Villeneuve O, Montréal, QC H2T 2R1, Canada",45.5211043,-73.5898541,H2T 2R1,3.0,3.0,1906.0,Residential,162.0
1090,"2214 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.488011,-73.58041600000001,H3H 1S1,1.0,1.0,1900.0,Residential,63.0
1091,"107 Rue Villeneuve O, Montréal, QC H2T 2R5, Canada",45.52012360000001,-73.5906005,H2T 2R5,3.0,3.0,1910.0,Residential,199.0
1092,"2204 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.488087500000006,-73.5804145,H3H 1S1,3.0,4.0,1900.0,Residential,265.0
1093,"2198 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.48813679999999,-73.58033470000001,H3H 1S1,3.0,3.0,1900.0,Residential,262.0
1094,"119 Rue Villeneuve O, Montréal, QC H2T 2R6, Canada",45.520074,-73.5908743,H2T 2R6,3.0,3.0,1910.0,Residential,227.0
1095,"2192 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.4881854,-73.5802862,H3H 1S1,2.0,3.0,1900.0,Residential,258.0
1096,"125 Rue Villeneuve O, Montréal, QC H2T 2R6, Canada",45.519987,-73.59093990000001,H2T 2R6,3.0,3.0,1910.0,Residential,227.0
1097,"2186 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.4882019,-73.58020450000001,H3H 1S1,2.0,1.0,1900.0,Residential,254.0
1098,"131 Rue Villeneuve O, Montréal, QC H2T 2R6, Canada",45.5199722,-73.5909932,H2T 2R6,3.0,3.0,1910.0,Residential,227.0
1099,"2180 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.4882939,-73.5800198,H3H 1S1,4.0,14.0,1900.0,Residential,502.0
1100,"2181 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.488510999999995,-73.5802719,H3H 1R9,2.0,2.0,1900.0,Residential,187.0
1101,"137 Rue Villeneuve O, Montréal, QC H2T 2R6, Canada",45.5198834,-73.5910643,H2T 2R6,3.0,3.0,1910.0,Residential,227.0
1102,"2185 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.488464,-73.580347,H3H 1R9,2.0,2.0,1900.0,Residential,189.0
1103,"143 Rue Villeneuve O, Montréal, QC H2T 2R6, Canada",45.519849,-73.59113909999998,H2T 2R6,3.0,3.0,1910.0,Residential,227.0
1104,"2191 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.488421200000005,-73.58036829999999,H3H 1R9,2.0,1.0,1900.0,Residential,193.0
1105,"2195 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.48836619999999,-73.5804402,H3H 1R9,2.0,1.0,1893.0,Residential,197.0
1106,"155 Rue Villeneuve O, Montréal, QC H2T 2R6, Canada",45.5197244,-73.5911957,H2T 2R6,3.0,6.0,1910.0,Residential,231.0
1107,"2197 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.4883162,-73.5805168,H3H 1R9,2.0,2.0,1900.0,Residential,201.0
1108,"2203 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.488281799999996,-73.5805841,H3H 1R9,2.0,1.0,1900.0,Residential,205.0
1109,"2207 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.4882427,-73.5806644,H3H 1R9,2.0,4.0,1900.0,Residential,209.0
1110,"2211 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.488190700000004,-73.580709,H3H 1R9,2.0,1.0,1900.0,Residential,213.0
1111,"2217 Rue du Souvenir, Montréal, QC H3H 1R9, Canada",45.48818929999999,-73.58081290000001,H3H 1R9,2.0,1.0,1900.0,Residential,222.0
1112,"2251 Rue du Souvenir, Montréal, QC H3H 1S1, Canada",45.4879831,-73.581195,H3H 1S1,2.0,3.0,1900.0,Residential,338.0
1113,"2257 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.487958,-73.58135,H3H 1S3,2.0,3.0,1910.0,Residential,264.0
1114,"2261 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.4878995,-73.58139090000002,H3H 1S3,3.0,4.0,1900.0,Residential,266.0
1115,"2267 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.487907,-73.58154300000001,H3H 1S3,3.0,3.0,1900.0,Residential,245.0
1116,"251 Rue Villeneuve O, Montréal, QC H2V 2R2, Canada",45.518864,-73.592045,H2V 2R2,3.0,2.0,1910.0,Residential,242.0
1117,"2273 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.487877000000005,-73.58162899999998,H3H 1S3,3.0,3.0,1900.0,Residential,245.0
1118,"257 Rue Villeneuve O, Montréal, QC H2V 2R2, Canada",45.5188427,-73.59218609999998,H2V 2R2,3.0,15.0,1925.0,Residential,465.0
1119,"2279 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.487858,-73.581715,H3H 1S3,3.0,3.0,1900.0,Residential,245.0
1120,"265 Rue Villeneuve O, Montréal, QC H2V 2R2, Canada",45.5186618,-73.59217,H2V 2R2,3.0,3.0,1910.0,Residential,232.0
1121,"2285 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.487829999999995,-73.581795,H3H 1S3,3.0,3.0,1900.0,Residential,245.0
1122,"271 Rue Villeneuve O, Montréal, QC H2V 2R2, Canada",45.5186419,-73.5922064,H2V 2R2,3.0,3.0,1910.0,Residential,232.0
1123,"2291 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.4877732,-73.5818931,H3H 1S3,1.0,1.0,1900.0,Residential,81.0
1124,"277 Rue Villeneuve O, Montréal, QC H2V 2R2, Canada",45.518558,-73.5922798,H2V 2R2,3.0,3.0,1910.0,Residential,232.0
1125,"2293 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.4877597,-73.5819042,H3H 1S3,1.0,1.0,1900.0,Residential,79.0
1126,"2295 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.48780300000001,-73.581879,H3H 1S3,1.0,1.0,1900.0,Residential,86.0
1127,"2297 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.4877434,-73.5819542,H3H 1S3,1.0,1.0,1900.0,Residential,82.0
1128,"2299 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.48786679999999,-73.5819589,H3H 1S3,1.0,1.0,1900.0,Residential,79.0
1129,"2301 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.487783,-73.58197,H3H 1S3,1.0,1.0,1900.0,Residential,86.0
1130,"2303 Rue du Souvenir, Montréal, QC H3H 1S3, Canada",45.48775699999999,-73.582059,H3H 1S3,3.0,2.0,1900.0,Residential,245.0
1131,"1001 Rue Lambert Closse, Montréal, QC H3H 1Y9, Canada",45.48765,-73.58072209999999,H3H 1Y9,3.0,9.0,1830.0,Residential,683.0
1132,"1035 Rue Lambert Closse, Montréal, QC H3H, Canada",45.4880595,-73.5808188,H3H,2.0,2.0,1900.0,Residential,252.0
1133,"2101 Boulevard René-Lévesque O, Montréal, QC H3H 2P9, Canada",45.4898335,-73.5802235,H3H 2P9,6.0,86.0,1979.0,Residential,2287.0
1134,"1975 Boulevard René-Lévesque O, Montréal, QC H3H 2R3, Canada",45.4900623,-73.57942879999999,H3H 2R3,6.0,62.0,1982.0,Residential,1680.0
1135,"1875 Boulevard René-Lévesque O, Montréal, QC H3H 1R4, Canada",45.4914952,-73.57775550000001,H3H 1R4,5.0,1.0,1989.0,Residential,457.0
1136,"1869 Boulevard René-Lévesque O, Montréal, QC H3H 1R4, Canada",45.491561,-73.57764000000002,H3H 1R4,3.0,1.0,1890.0,Residential,316.0
1137,"1863 Boulevard René-Lévesque O, Montréal, QC H3H 1R4, Canada",45.4915878,-73.57749840000001,H3H 1R4,3.0,,1900.0,"Service de garderie (prématernelle, moins de 50 % de poupons)",346.0
1138,"1849 Boulevard René-Lévesque O, Montréal, QC H3H 1R4, Canada",45.491799900000004,-73.57735859999998,H3H 1R4,3.0,46.0,1875.0,Residential,809.0
1139,"1819 Boulevard René-Lévesque O, Montréal, QC H3H 2P5, Canada",45.4922792,-73.5770696,H3H 2P5,25.0,214.0,1976.0,Residential,1501.0
1140,"1155 Rue Guy, Montréal, QC H3H 0B1, Canada",45.4942536,-73.5752654,H3H 0B1,14.0,,1965.0,Hôtel (incluant les hôtels-motels),2175.0
1141,"1471 Boulevard René-Lévesque O, Montréal, QC H3G 1T8, Canada",45.494574,-73.5746683,H3G 1T8,3.0,,1885.0,Immeuble commercial,272.0
1142,"1425 Boulevard René-Lévesque O, Montréal, QC H3G 1T7, Canada",45.49514509999999,-73.57411499999998,H3G 1T7,12.0,,1930.0,Office,2546.0
1143,"30 Boulevard Saint-Joseph Est, Montréal, QC H2T 1G9, Canada",45.522585600000006,-73.59064149999998,H2T 1G9,12.0,,1964.0,Maison pour personnes retraitées autonomes,1129.0
1144,"50 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H1, Canada",45.522870000000005,-73.59053999999998,H2T 1H1,3.0,10.0,1954.0,Residential,357.0
1145,"66 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H1, Canada",45.522965,-73.59044200000001,H2T 1H1,4.0,31.0,1968.0,Residential,566.0
1146,"80 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H1, Canada",45.523139,-73.590349,H2T 1H1,2.0,2.0,1900.0,Residential,143.0
1147,"1237 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4898263,-73.5820184,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1148,"79 Rue Marmette, Montréal, QC H2T 1J7, Canada",45.5230066,-73.59004200000001,H2T 1J7,2.0,2.0,1910.0,Residential,135.0
1149,"1239 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4898395,-73.5820253,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1150,"100 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H3, Canada",45.52337300000001,-73.589967,H2T 1H3,3.0,18.0,1959.0,Residential,838.0
1151,"1241 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4898436,-73.58208379999998,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1152,"116 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H3, Canada",45.523525899999996,-73.589928,H2T 1H3,3.0,3.0,1910.0,Residential,279.0
1153,"1241 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4898436,-73.58208379999998,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1154,"122 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H3, Canada",45.5236399,-73.58991970000001,H2T 1H3,3.0,6.0,1910.0,Residential,289.0
1155,"1231 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4898239,-73.58193890000001,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1156,"134 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H3, Canada",45.5236982,-73.58985349999998,H2T 1H3,3.0,6.0,1910.0,Residential,289.0
1157,"170 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H5, Canada",45.52412409999999,-73.58951760000002,H2T 1H5,3.0,3.0,1910.0,Residential,279.0
1158,"1233 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.48978229999999,-73.5819177,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1159,"176 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H5, Canada",45.5241998,-73.58946529999999,H2T 1H5,3.0,4.0,1947.0,Residential,279.0
1160,"1235 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4897728,-73.5818941,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1161,"1235 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4897728,-73.5818941,H3H 2A1,1.0,1.0,1900.0,Residential,36.0
1162,"206 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H6, Canada",45.524471000000005,-73.589111,H2T 1H6,3.0,4.0,1910.0,Residential,279.0
1163,"1225 Rue du Sussex, Montréal, QC H3H 2A2, Canada",45.4897153,-73.58164079999999,H3H 2A2,17.0,111.0,1964.0,Residential,856.0
1164,"1201 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4896046,-73.5815561,H3H 2A1,4.0,4.0,1910.0,Residential,211.0
1165,"218 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H6, Canada",45.524606,-73.58899199999998,H2T 1H6,3.0,19.0,1915.0,Residential,385.0
1166,"1199 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.489596500000005,-73.5815355,H3H 2A1,4.0,9.0,1900.0,Residential,245.0
1167,"224 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H6, Canada",45.524729,-73.588978,H2T 1H6,3.0,25.0,1922.0,Residential,565.0
1168,"1195 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.4896241,-73.5814068,H3H 2A1,1.0,1.0,1900.0,Residential,98.0
1169,"250 Boulevard Saint-Joseph Est, Montréal, QC H2T, Canada",45.5248374,-73.58873259999999,H2T,12.0,78.0,1962.0,Residential,585.0
1170,"1193 Rue du Sussex, Montréal, QC H3H 2A1, Canada",45.48959,-73.581441,H3H 2A1,1.0,1.0,1900.0,Residential,123.0
1171,"300 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J2, Canada",45.5251202,-73.5886056,H2T 1J2,3.0,3.0,1922.0,Maison de chambres et pension,273.0
1172,"1207 Avenue Hope, Montréal, QC H3H 2A1, Canada",45.4897516,-73.58128239999998,H3H 2A1,2.0,1.0,1900.0,Residential,25.0
1173,"306 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J2, Canada",45.525188299999996,-73.58857809999998,H2T 1J2,3.0,5.0,1923.0,Residential,227.0
1174,"324 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J2, Canada",45.525276,-73.58837700000001,H2T 1J2,3.0,7.0,1928.0,Residential,318.0
1175,"1175 Avenue Hope, Montréal, QC H3H 2A3, Canada",45.4897125,-73.58066819999998,H3H 2A3,2.0,2.0,1900.0,Residential,182.0
1176,"326 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J2, Canada",45.525312400000004,-73.58821619999998,H2T 1J2,3.0,7.0,1928.0,Residential,321.0
1177,"1179 Avenue Hope, Montréal, QC H3H 2A3, Canada",45.4897576,-73.5806723,H3H 2A3,3.0,6.0,1900.0,Residential,173.0
1178,"350 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J4, Canada",45.525563399999996,-73.58809670000001,H2T 1J4,3.0,4.0,1923.0,Residential,280.0
1179,"1185 Avenue Hope, Montréal, QC H3H 2A3, Canada",45.48977590000001,-73.58081920000001,H3H 2A3,3.0,13.0,1910.0,Residential,767.0
1180,"358 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J4, Canada",45.5256265,-73.58818819999998,H2T 1J4,3.0,5.0,1923.0,Residential,278.0
1181,"1201 Avenue Hope, Montréal, QC H3H 2A3, Canada",45.489906299999994,-73.5811911,H3H 2A3,3.0,54.0,1958.0,Residential,680.0
1182,"1190 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.4900656,-73.58038420000001,H3H 2A5,3.0,3.0,1900.0,Residential,196.0
1183,"390 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J6, Canada",45.525920299999996,-73.58770659999998,H2T 1J6,3.0,4.0,1928.0,Residential,238.0
1184,"1196 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.4900798,-73.58048050000001,H3H 2A5,3.0,1.0,1900.0,Residential,197.0
1185,"1198 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.49016350000001,-73.58053579999998,H3H 2A5,3.0,3.0,1900.0,Residential,197.0
1186,"389 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J5, Canada",45.5261339,-73.5883012,H2T 1J5,3.0,1.0,,Residential,210.0
1187,"1202 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.49023769999999,-73.580584,H3H 2A5,2.0,1.0,1900.0,Presbytère,197.0
1188,"383 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J5, Canada",45.52603329999999,-73.58840699999999,H2T 1J5,3.0,3.0,1927.0,Residential,186.0
1189,"1206 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.4902338,-73.5807559,H3H 2A5,2.0,1.0,1900.0,Residential,180.0
1190,"377 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J5, Canada",45.52598769999999,-73.588421,H2T 1J5,3.0,4.0,1924.0,Residential,186.0
1191,"1210 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.49028269999999,-73.58083169999998,H3H 2A5,2.0,2.0,1900.0,Residential,180.0
1192,"367 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J5, Canada",45.5258934,-73.5884876,H2T 1J5,3.0,5.0,1926.0,Residential,372.0
1193,"1212 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.4903325,-73.5807964,H3H 2A5,2.0,1.0,1900.0,Residential,180.0
1194,"1218 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.4903963,-73.5808622,H3H 2A5,2.0,1.0,1900.0,Residential,181.0
1195,"351 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J5, Canada",45.52575419999999,-73.5886462,H2T 1J5,3.0,3.0,1926.0,Residential,186.0
1196,"1222 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.490334000000004,-73.5809771,H3H 2A5,2.0,1.0,1900.0,Residential,180.0
1197,"325 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J3, Canada",45.5255795,-73.58874870000001,H2T 1J3,3.0,6.0,1929.0,Residential,264.0
1198,"1226 Avenue Seymour, Montréal, QC H3H 2A5, Canada",45.4903529,-73.58105189999998,H3H 2A5,4.0,13.0,1957.0,Residential,187.0
1199,"319 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J3, Canada",45.5255113,-73.58893409999999,H2T 1J3,3.0,7.0,1928.0,Residential,308.0
1200,"1225 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.4907798,-73.58111629999998,H3H 2A4,2.0,1.0,1910.0,Residential,90.0
1201,"305 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J3, Canada",45.5253701,-73.5890177,H2T 1J3,3.0,4.0,1900.0,Residential,721.0
1202,"1207 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.490542299999994,-73.58051479999999,H3H 2A4,5.0,34.0,1900.0,Residential,593.0
1203,"1205 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.4904934,-73.5804392,H3H 2A4,2.0,1.0,1900.0,Residential,198.0
1204,"241 Boulevard Saint-Joseph Est, Montréal, QC H2T 1J1, Canada",45.525033,-73.58931899999999,H2T 1J1,3.0,3.0,1910.0,Residential,171.0
1205,"231 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H9, Canada",45.5249052,-73.58936179999998,H2T 1H9,3.0,6.0,1900.0,Residential,171.0
1206,"1199 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.49041879999999,-73.5804194,H3H 2A4,2.0,1.0,1900.0,Residential,198.0
1207,"1197 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.490437299999996,-73.5803153,H3H 2A4,2.0,2.0,1900.0,Autres services personnels,198.0
1208,"225 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H9, Canada",45.5248479,-73.58946479999999,H2T 1H9,2.0,1.0,1900.0,Residential,171.0
1209,"1193 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.49033529999999,-73.58026,H3H 2A4,2.0,1.0,1900.0,Residential,198.0
1210,"219 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H9, Canada",45.524823,-73.589524,H2T 1H9,2.0,2.0,1900.0,Residential,171.0
1211,"1189 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.490332,-73.5801936,H3H 2A4,2.0,1.0,1900.0,Residential,198.0
1212,"213 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H9, Canada",45.5247326,-73.5895475,H2T 1H9,3.0,3.0,1910.0,Residential,208.0
1213,"1185 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.49031780000001,-73.5800973,H3H 2A4,2.0,5.0,1910.0,Residential,198.0
1214,"1181 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.490224600000005,-73.5800198,H3H 2A4,2.0,1.0,1900.0,Residential,197.0
1215,"201 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H9, Canada",45.524685,-73.589652,H2T 1H9,3.0,3.0,1900.0,Residential,177.0
1216,"1177 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.4902969,-73.57987490000001,H3H 2A4,2.0,1.0,1900.0,Residential,197.0
1217,"177 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H4, Canada",45.52441029999999,-73.58983529999998,H2T 1H4,2.0,5.0,1900.0,Residential,511.0
1218,"1173 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.490166200000004,-73.57988370000001,H3H 2A4,2.0,1.0,,Residential,197.0
1219,"171 Boulevard Saint-Joseph Est, Montréal, QC H2T 1H4, Canada",45.524305,-73.589913,H2T 1H4,3.0,3.0,1910.0,Residential,256.0
1220,"1169 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.49012090000001,-73.5798025,H3H 2A4,2.0,2.0,1900.0,Residential,197.0
1221,"1165 Avenue Seymour, Montréal, QC H3H 2A4, Canada",45.4901097,-73.57977319999998,H3H 2A4,2.0,3.0,1899.0,Residential,211.0
1222,"1211 Rue Saint Mathieu, Montréal, QC H3H 2S2, Canada",45.494067,-73.57786399999998,H3H 2S2,2.0,,1850.0,Immeuble commercial,1363.0
1223,"1407 Rue du Fort, Montréal, QC H3H 2N7, Canada",45.491779,-73.5807945,H3H 2N7,24.0,270.0,1975.0,Residential,2251.0
1224,"384 Rue Édouard-Charles, Montréal, QC H2V 2N2, Canada",45.5186619,-73.59547719999998,H2V 2N2,2.0,2.0,1910.0,Residential,174.0
1225,"1420 Rue Towers, Montréal, QC H3H 2C9, Canada",45.4926348,-73.58184419999998,H3H 2C9,8.0,138.0,1958.0,Residential,1231.0
1226,"1433 Rue Towers, Montréal, QC H3H 2E2, Canada",45.492868200000004,-73.58151269999998,H3H 2E2,8.0,69.0,1956.0,Residential,583.0
1227,"1423 Rue Towers, Montréal, QC H3H 2E2, Canada",45.4927456,-73.58144519999998,H3H 2E2,2.0,2.0,1900.0,Residential,150.0
1228,"1415 Rue Towers, Montréal, QC H3H 2E2, Canada",45.492712,-73.58125600000001,H3H 2E2,2.0,2.0,1885.0,Residential,123.0
1229,"1411 Rue Towers, Montréal, QC H3H 2E2, Canada",45.4926167,-73.5812665,H3H 2E2,2.0,3.0,1885.0,Residential,119.0
1230,"1412 Rue Pierce, Montréal, QC H3H 2K2, Canada",45.494570200000005,-73.57901070000001,H3H 2K2,4.0,4.0,1885.0,Residential,185.0
1231,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,64.0
1232,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,71.0
1233,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,56.0
1234,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,55.0
1235,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,32.0
1236,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,64.0
1237,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,70.0
1238,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,57.0
1239,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,2.0,1.0,1982.0,Residential,114.0
1240,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,57.0
1241,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,64.0
1242,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,70.0
1243,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,58.0
1244,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,58.0
1245,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,57.0
1246,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,57.0
1247,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,64.0
1248,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,70.0
1249,"1440 Rue Pierce, Montréal, QC H3H 2K1, Canada",45.4947386,-73.57939209999998,H3H 2K1,1.0,1.0,1982.0,Residential,58.0
