,formatted_address,latitude,longitude,postcode,Height,Floors,Construction Year,Type
366,"515 Rue Sainte-Catherine O, Montréal, QC H3B 1B2, Canada",45.5047769,-73.56882370000002,H3B 1B2,≈135,11.0,,Autres services professionels
367,"1455 Rue Peel, Montréal, QC H3A 1T5, Canada",45.5009299,-73.57364270000002,H3A 1T5,≈135,11.0,1927.0,Autres services professionels
368,"1600 Boulevard de Maisonneuve East, Montréal, QC H2L 4P2, Canada",45.522077,-73.554694,H2L 4P2,≈135,11.0,,Autres services professionels
369,"276 Rue Saint-Jacques, Montréal, QC H2Y 1N3, Canada",45.5030014,-73.5589487,H2Y 1N3,≈135,11.0,,Autres services professionels
370,"1515 Avenue du Docteur-Penfield, Montréal, QC H3G 2R8, Canada",45.498145,-73.5853679,H3G 2R8,≈135,11.0,,Autres services professionels
371,"3460 Rue Simpson, Montréal, QC H3G 2J4, Canada",45.4980479,-73.58317609999997,H3G 2J4,≈135,11.0,,Autres services professionels
372,"3480 Rue Simpson #708, Montréal, QC H3G 2N7, Canada",45.4980998,-73.58416190000001,H3G 2N7,≈135,11.0,,Autres services professionels
373,"Rue Simpson, Montréal, QC, Canada",45.4980613,-73.58301290000001,,≈135,11.0,,Autres services professionels
374,"1435 Rue de Bleury, Montréal, QC H3A 2H7, Canada",45.5066108,-73.56737790000003,H3A 2H7,≈135,11.0,,Autres services professionels
375,"1001 De Maisonneuve Est, 1001 Boulevard de Maisonneuve East, Montreal, QC H2L 4P9, Canada",45.5180634,-73.55922070000003,H2L 4P9,≈135,11.0,,Office
376,"2120 Rue Sherbrooke E, Montréal, QC H2K 1C3, Canada",45.5309882,-73.56252479999998,H2K 1C3,≈135,11.0,1964.0,Autres services professionels
377,"1010 Rue de la Gauchetière O Bureau 650, Montréal, QC H3B 2N2, Canada",45.49744219999999,-73.5667297,H3B 2N2,≈135,11.0,,Autres services professionels
378,"1851 Rue Sherbrooke E, Montréal, QC H2K 4L5, Canada",45.5288666,-73.5639241,H2K 4L5,≈135,11.0,1975.0,Autres services professionels
379,"1210 Rue Sherbrooke Ouest, Montréal, QC H3A 1H6, Canada",45.5004405,-73.577548,H3A 1H6,≈135,11.0,1962.0,Office
380,"1321 Rue Sherbrooke Ouest, Montréal, QC H3G 1J4, Canada",45.4994885,-73.57921309999998,H3G 1J4,≈135,11.0,,Autres services professionels
381,"555 Rue Sherbrooke Ouest, Montréal, QC H3A 1E3, Canada",45.505633,-73.573047,H3A 1E3,≈135,11.0,1912.0,Autres services professionels
382,"Guy-Concordia, 1445 Rue Guy, Montréal, QC H3H 2L5, Canada",45.4957515,-73.5789746,H3H 2L5,≈135,11.0,1965.0,Immeuble commercial
383,"1435 Rue de Bleury, Montréal, QC H3A 2H7, Canada",45.5066108,-73.56737790000003,H3A 2H7,≈135,11.0,1922.0,Autres services professionels
384,"1545 Avenue du Docteur-Penfield, Montréal, QC H3G 1C7, Canada",45.4977096,-73.5857542,H3G 1C7,≈135,11.0,,Autres services professionels
385,"1212 Rue Sanguinet, Montréal, QC H2X 3E7, Canada",45.5119946,-73.55992690000002,H2X 3E7,≈135,11.0,2001.0,Immeuble commercial
386,"2098 Rue Kimberley, Montréal, QC H3C 3P8, Canada",45.5091374,-73.56855139999998,H3C 3P8,≈123,10.0,2005.0,Immeuble commercial
387,"1455 Rue Peel, Montréal, QC H3A 1T5, Canada",45.5009299,-73.57364270000002,H3A 1T5,≈123,10.0,2004.0,Autres services professionels
388,"1509 Rue Sherbrooke Ouest, Montréal, QC H3G 1M1, Canada",45.4971523,-73.5816339,H3G 1M1,≈123,10.0,1908.0,Autres services professionels
389,"1745 Rue Notre-Dame O Montréal, QC H3J 2L3 Rue Notre-Dame Ouest, Montréal, QC H3J 2L3, Canada",45.4888804,-73.56853749999998,H3J 2L3,≈123,10.0,1975.0,Autres services professionels
390,"2065 Rue Sherbrooke Ouest, Montréal, QC H3H 1G6, Canada",45.4940817,-73.5854666,H3H 1G6,≈123,10.0,1983.0,Autres services professionels
391,"2065 Rue Sherbrooke Ouest, Montréal, QC H3H 1G6, Canada",45.4940817,-73.5854666,H3H 1G6,≈123,10.0,1983.0,Autres services professionels
392,"2065 Rue Sherbrooke Ouest, Montréal, QC H3H 1G6, Canada",45.4940817,-73.5854666,H3H 1G6,≈123,10.0,1983.0,Autres services professionels
393,"1265 Rue Berri, Montréal, QC H2L 4S6, Canada",45.5146026,-73.55884959999999,H2L 4S6,≈123,10.0,1964.0,Autres services professionels
394,"715 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5015636,-73.5608245,H2Y 3Y9,≈123,10.0,1909.0,Autres services professionels
395,"407 Boul St-Laurent, Montréal, QC H2Y 2Y5, Canada",45.5058678,-73.55404200000002,H2Y 2Y5,≈123,10.0,1920.0,Autres services professionels
396,"Holt Renfrew, 1300 Rue Sherbrooke Ouest, Montréal, QC H3G 1G2, Canada",45.4994805,-73.5785372,H3G 1G2,≈123,10.0,1935.0,Autres services professionels
397,"240 Rue Saint-Jacques, Montréal, QC H2Y 1L9, Canada",45.5034392,-73.55843420000002,H2Y 1L9,≈123,10.0,1902.0,Office
398,"2000 Rue Peel, Montréal, QC H3A 2W5, Canada",45.50090729999999,-73.5751638,H3A 2W5,≈123,10.0,1980.0,Autres services professionels
399,"1111 Rue Saint-Urbain, Montréal, QC H2Z 1Y6, Canada",45.5076185,-73.56199749999998,H2Z 1Y6,≈123,10.0,1985.0,Autres services professionels
400,"2077 Rue Stanley, Montréal, QC H3A 1R7, Canada",45.500929600000006,-73.57665039999998,H3A 1R7,≈123,10.0,2012.0,Immeuble commercial
401,"999 Boulevard Robert-Bourassa, Montréal, QC H3C 6J7, Canada",45.5009495,-73.56247069999998,H3C 6J7,≈123,10.0,,Autres services professionels
402,"1637 Rue Amherst, Montréal, QC H2L 3L4, Canada",45.518754,-73.559649,H2L 3L4,≈123,10.0,,Residential
403,"705 Rue Sainte-Catherine O, Montréal, QC H3B 4G5, Canada",45.5025389,-73.5713265,H3B 4G5,≈123,10.0,1992.0,Autres services professionels
404,"60 Rue Saint-Jacques, Montréal, QC H2Y 1L2, Canada",45.5054401,-73.5569153,H2Y 1L2,≈123,10.0,,Office
405,"4 Rue Notre-Dame Est, Montréal, QC H2Y 1B8, Canada",45.50624370000001,-73.5553152,H2Y 1B8,≈123,10.0,,Autres services professionels
406,"10 Rue Saint-Jacques, Montréal, QC H2Y 1L3, Canada",45.5063185,-73.5563963,H2Y 1L3,≈123,10.0,,Autres services professionels
407,"1155 Rue Metcalfe, Montréal, QC H3B 2V6, Canada",45.50026130000001,-73.5703016,H3B 2V6,≈123,10.0,,Autres services professionels
408,"1030 Rue St-Alexandre, Montréal, QC H2Z 1P3, Canada",45.503073,-73.56322279999998,H2Z 1P3,≈123,10.0,,Autres services professionels
409,"1400 Maisonneuve Blvd W, Montreal, QC H3G 1M8, Canada",45.4968739,-73.57803740000001,H3G 1M8,≈123,10.0,1992.0,Immeuble commercial
410,"1450 Rue City Councillors, Montréal, QC H3A 2E6, Canada",45.50501660000001,-73.5693287,H3A 2E6,≈123,10.0,1957.0,Autres services professionels
411,"200 Boulevard René-Lévesque O, Montréal, QC H2Z 1X4, Canada",45.5068841,-73.56267079999998,H2Z 1X4,≈123,10.0,,Autres services professionels
412,"2050 Rue de Bleury, Montréal, QC H3A 3S1, Canada",45.5076778,-73.57010090000001,H3A 3S1,≈123,10.0,1992.0,Autres services professionels
413,"1070 Rue de Bleury, Montréal, QC H2Z 1N3, Canada",45.5045376,-73.5632676,H2Z 1N3,≈123,10.0,,Autres services professionels
414,"901 Rue du Square-Victoria, Montréal, QC H2Z 1R1, Canada",45.5020684,-73.56194789999998,H2Z 1R1,≈123,10.0,2004.0,Residential
415,"1199 Rue Berri, Montréal, QC H2L 4C6, Canada",45.5141472,-73.5579714,H2L 4C6,≈123,10.0,1986.0,Residential
416,"1193 Place Phillips, Montréal, QC H3B 3C9, Canada",45.50361600000001,-73.56739430000002,H3B 3C9,≈123,10.0,,Residential
417,"1515 Avenue du Docteur-Penfield, Montréal, QC H3G 2R8, Canada",45.498145,-73.5853679,H3G 2R8,≈123,10.0,,Autres services professionels
418,"1520 Avenue du Docteur-Penfield, Montréal, QC H3G 1B9, Canada",45.49815570000001,-73.58498759999998,H3G 1B9,≈123,10.0,,Autres services professionels
419,"1455 Boulevard de Maisonneuve O, Montréal, QC H3G 1M8, Canada",45.4970605,-73.5788022,H3G 1M8,≈123,10.0,1916.0,Autres services professionels
420,"3575 Boul St-Laurent, Montréal, QC H2X 2T6, Canada",45.5138709,-73.5722248,H2X 2T6,≈123,10.0,1983.0,Autres services professionels
421,"305 Rue Sainte-Catherine O, Montréal, QC H2X 2A3, Canada",45.5067089,-73.56682940000002,H2X 2A3,≈123,10.0,1983.0,Autres services professionels
422,"401 Rue McGill, Montréal, QC H2Y 2G2, Canada",45.500435,-73.557451,H2Y 2G2,≈123,10.0,,Autres services professionels
423,"31 Rue Duke, Montréal, QC H3C 2L8, Canada",45.4958545,-73.55404,H3C 2L8,≈123,10.0,2002.0,Autres services professionels
424,"355 Rue McGill, Montréal, QC H2Y 2E8, Canada",45.50028140000001,-73.5567557,H2Y 2E8,≈123,10.0,1908.0,Residential
425,"747 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5020262,-73.5601944,H2Y 3Y9,≈123,10.0,1991.0,Autres services professionels
426,"900 Boulevard René-Lévesque O, Montréal, QC H3B 4A5, Canada",45.5005463,-73.56828279999998,H3B 4A5,≈123,10.0,,Immeuble commercial
427,"50 Rue des Seigneurs, Montréal, QC H3J 1X4, Canada",45.4862384,-73.56675659999998,H3J 1X4,≈111,9.0,,Autres services professionels
428,"901 de la Commune Est #614, Vieux-Montréal, QC H2L 0E2, Canada",45.51313920000001,-73.54930490000002,H2L 0E2,≈111,9.0,2013.0,Autres services professionels
429,"901 de la Commune Est #614, Vieux-Montréal, QC H2L 0E2, Canada",45.51313920000001,-73.54930490000002,H2L 0E2,≈111,9.0,2009.0,Autres services professionels
430,"888 Rue Wellington #405, Montréal, QC H3C 0N1, Canada",45.49626660000001,-73.55550869999998,H3C 0N1,≈111,9.0,2010.0,Autres services professionels
431,"Avenue Mcgregor, Montréal, QC H3G, Canada",45.499095,-73.5853178,H3G,≈111,9.0,1928.0,Autres services professionels
432,"87 Rue Ontario O, Montréal, QC H2X 0A7, Canada",45.5102905,-73.5674465,H2X 0A7,≈111,9.0,,Autres services professionels
433,"1010 Rue Sainte-Catherine O, Montréal, QC H3B 3S3, Canada",45.5001239,-73.5720615,H3B 3S3,≈111,9.0,2009.0,Autres services professionels
434,"1500 Boulevard Robert-Bourassa, Montréal, QC H3A 3S8, Canada",45.50327799999999,-73.57090290000002,H3A 3S8,≈111,9.0,1925.0,Autres services professionels
435,"901 de la Commune Est #614, Vieux-Montréal, QC H2L 0E2, Canada",45.51313920000001,-73.54930490000002,H2L 0E2,≈111,9.0,2007.0,Autres services professionels
436,"1475 Boulevard René-Lévesque O Phase I, Montréal, QC H3G 1T8, Canada",45.494516,-73.574752,H3G 1T8,≈111,9.0,,Autres services professionels
437,"350 Rue Prince Arthur O, Montréal, QC H2X 3R4, Canada",45.5099688,-73.5757392,H2X 3R4,≈111,9.0,,Autres services professionels
438,"1205 Rue Labelle, Montréal, QC H2L 4C1, Canada",45.5145172,-73.5579675,H2L 4C1,≈111,9.0,,Residential
439,"1801 Boulevard de Maisonneuve O, Montréal, QC H3H 2J4, Canada",45.4945406,-73.5809309,H3H 2J4,≈111,9.0,1993.0,Autres services professionels
440,"365 Rue Saint-André, Montréal, QC H2L 0B9, Canada",45.5132525,-73.549993,H2L 0B9,≈111,9.0,,Autres services professionels
441,"333 Rue Sherbrooke E, Montréal, QC H2X 4E3, Canada",45.516343,-73.56810089999998,H2X 4E3,≈111,9.0,2009.0,Autres services professionels
442,"333 Rue Sherbrooke E, Montréal, QC H2X 4E3, Canada",45.516343,-73.56810089999998,H2X 4E3,≈111,9.0,2009.0,Autres services professionels
443,"3464 Rue Hutchison, Montréal, QC H2V 4A9, Canada",45.5081558,-73.5732215,H2V 4A9,≈111,9.0,,Office
444,"620 Rue Sainte-Catherine O, Montréal, QC H3B 1B7, Canada",45.503524,-73.56922999999998,H3B 1B7,≈111,9.0,1910.0,Immeuble commercial
445,"3510 Rue de la Montagne, Montréal, QC H3G 2A6, Canada",45.5009031,-73.58164609999999,H3G 2A6,≈111,9.0,,Autres services professionels
446,"1180 Rue de la Montagne, Montréal, QC H3G 1Z1, Canada",45.4969553,-73.5734207,H3G 1Z1,≈111,9.0,1991.0,Immeuble commercial
447,"111 Rue Duke, Montréal, QC H3C 2M1, Canada",45.4967578,-73.5562301,H3C 2M1,≈111,9.0,2000.0,Autres services professionels
448,"630 Rue William, Montréal, QC H3C 4C9, Canada",45.4994011,-73.55644989999998,H3C 4C9,≈111,9.0,,Autres services professionels
449,"630 Rue William, Montréal, QC H3C 4C9, Canada",45.4994011,-73.55644989999998,H3C 4C9,≈111,9.0,,Autres services professionels
450,"1950 Rue Sherbrooke Ouest, Montréal, QC H3H 1E8, Canada",45.49415279999999,-73.5836594,H3H 1E8,≈111,9.0,,Autres services professionels
451,"1330 Rue Olier, Montréal, QC H3C 0T3, Canada",45.4906291,-73.55864749999998,H3C 0T3,≈98,8.0,2004.0,Autres services professionels
452,"1170 Rue Peel #110, Montréal, QC H3B 0A9, Canada",45.4991709,-73.5714316,H3B 0A9,≈98,8.0,,Autres services professionels
453,"1155 Rue Sherbrooke Ouest, Montréal, QC H3A 2N3, Canada",45.5014505,-73.5773988,H3A 2N3,≈98,8.0,2013.0,Residential
454,"1845 Rue William, Montréal, QC H3J 1R6, Canada",45.4871375,-73.5673418,H3J 1R6,≈98,8.0,2013.0,Autres services professionels
455,"1845 Rue William, Montréal, QC H3J 1R6, Canada",45.4871375,-73.5673418,H3J 1R6,≈98,8.0,2013.0,Autres services professionels
456,"3443 Chemin de la Côte-des-Neiges, Montréal, QC H3H, Canada",45.4967176,-73.58252209999998,H3H,≈98,8.0,,Autres services professionels
457,"1770 Rue Joseph Manseau, Montréal, QC H3H 0A8, Canada",45.4912484,-73.57650059999997,H3H 0A8,≈98,8.0,,Autres services professionels
458,"855 Rue Sherbrooke Ouest, Montréal, QC H3A 2T7, Canada",45.504328,-73.5778508,H3A 2T7,≈98,8.0,,Autres services professionels
459,"102 Rue Saint-Antoine O, Montréal, QC H2Y 1J6, Canada",45.5053537,-73.5582244,H2Y 1J6,≈98,8.0,,Autres services professionels
460,"201 Avenue du Président-Kennedy, Montréal, QC H2X 3Y7, Canada",45.50893060000001,-73.5685676,H2X 3Y7,≈98,8.0,,Autres services professionels
461,"585 Rue Sainte-Catherine O, Montréal, QC H3B 3Y5, Canada",45.5041232,-73.56926170000001,H3B 3Y5,≈98,8.0,,Immeuble commercial
462,"1010 Rue Sainte-Catherine O, Montréal, QC H3B 5L1, Canada",45.5002876,-73.57233000000002,H3B 5L1,≈98,8.0,1913.0,Autres services professionels
463,"405 Rue Sainte-Catherine Est, Montréal, QC H2L 2C4, Canada",45.5125995,-73.56059549999998,H2L 2C4,≈98,8.0,1968.0,Autres services professionels
464,"305 Rue Sainte-Catherine O, Montréal, QC H2X 2A3, Canada",45.5067089,-73.56682940000002,H2X 2A3,≈98,8.0,1983.0,Autres services professionels
465,"307 Ch de la Ronde, Montréal, QC H3C 0K7, Canada",45.5247439,-73.53452929999997,H3C 0K7,≈98,8.0,2010.0,Autres services professionels
466,"300 Rue Léo Pariseau, Montréal, QC H2X 4C2, Canada",45.51121970000001,-73.5766469,H2X 4C2,≈98,8.0,,Autres services professionels
467,"1605 Avenue du Docteur-Penfield, Montréal, QC H3H 1B2, Canada",45.4961125,-73.58728509999997,H3H 1B2,≈98,8.0,,Autres services professionels
468,"1740 Boulevard René-Lévesque O, Montréal, QC H3H 1R3, Canada",45.49229920000001,-73.576089,H3H 1R3,≈98,8.0,1985.0,Residential
469,"3610 Durocher, Montréal, QC H2X 2E8, Canada",45.5091863,-73.5773564,H2X 2E8,≈98,8.0,,Office
470,"1255 Rue Peel, Montréal, QC H3B 4V4, Canada",45.5001458,-73.57202640000001,H3B 4V4,≈98,8.0,,Autres services professionels
471,"3494 Rue Jeanne-Mance, Montréal, QC H2X 2J8, Canada",45.5100106,-73.57296559999997,H2X 2J8,≈98,8.0,,Autres services professionels
472,"1214 Rue Crescent, Montréal, QC H3G 2A9, Canada",45.4964641,-73.5748225,H3G 2A9,≈98,8.0,1989.0,Residential
473,"3463 Rue Sainte Famille, Montréal, QC H2X 2K7, Canada",45.5108059,-73.5719734,H2X 2K7,≈98,8.0,,Residential
474,"425 Rue Sherbrooke Ouest, Montréal, QC H3A 2V7, Canada",45.507470700000006,-73.57217589999998,H3A 2V7,≈98,8.0,,Office
475,"3455 Rue Drummond, Montréal, QC H3G 2R6, Canada",45.5015988,-73.57992540000002,H3G 2R6,≈98,8.0,,Office
476,"625 Rue Belmont, Montréal, QC H3B 2M1, Canada",45.5017253,-73.5659575,H3B 2M1,≈98,8.0,,Autres services professionels
477,"150 Rue Saint-Paul O, Montréal, QC H2Y 1Z6, Canada",45.50334669999999,-73.55457190000001,H2Y 1Z6,≈98,8.0,,Autres services professionels
478,"888 Rue Wellington #405, Montréal, QC H3C 0N1, Canada",45.49626660000001,-73.55550869999998,H3C 0N1,≈86,7.0,2007.0,Autres services professionels
479,"55 Rue Saint-Jacques, Montréal, QC H2Y 1K9, Canada",45.50551189999999,-73.5573722,H2Y 1K9,≈86,7.0,,Residential
480,"1005 Rue Guy, Montréal, QC H3H 2K4, Canada",45.49365969999999,-73.5741872,H3H 2K4,≈86,7.0,,Immeuble commercial
481,"3459 McTavish St, Montreal, QC H3A 0C9, Canada",45.5031206,-73.5761354,H3A 0C9,≈86,7.0,,Autres services professionels
482,"1001 Jean Paul Riopelle Pl, Montreal, QC H2Z 1H5 Place Jean-Paul-Riopelle, Montréal, QC H2Z 1H5, Canada",45.50386,-73.56096889999998,H2Z 1H5,,7.0,1983.0,Autres services professionels
483,"2060 Rue de la Montagne, Montréal, QC H3G 1Z7, Canada",45.49883759999999,-73.5775855,H3G 1Z7,≈86,7.0,1900.0,Autres services professionels
484,"1184 Rue Sainte-Catherine O, Montréal, QC H3B 1K1, Canada",45.49894260000001,-73.57372480000002,H3B 1K1,≈86,7.0,1915.0,Autres services professionels
485,"980 Rue Saint-Antoine O, Montréal, QC H3C 1A8, Canada",45.4980456,-73.565113,H3C 1A8,≈86,7.0,1935.0,Autres services professionels
486,"747 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5020081,-73.56106129999998,H2Y 3Y9,≈86,7.0,1989.0,Autres services professionels
487,"205 Avenue Viger O, Montréal, QC H2Z 1G2, Canada",45.5052768,-73.56147259999999,H2Z 1G2,≈86,7.0,1972.0,Autres services professionels
488,"4 Rue Notre-Dame Ouest, Montréal, QC H3J 1N4, Canada",45.5059899,-73.55565829999998,H3J 1N4,≈86,7.0,1991.0,Autres services professionels
489,"1000 Rue Saint-Antoine O, Montréal, QC H3C 3R7, Canada",45.497612,-73.56551000000002,H3C 3R7,≈86,7.0,1925.0,Autres services professionels
490,"1260 Boulevard Robert-Bourassa, Montréal, QC H3B, Canada",45.50294,-73.56969790000002,H3B,≈86,7.0,1936.0,Office
491,"Board of Trade, 300 Saint-Sacrement St, Montreal, QC H2Y 1X4, Canada",45.5019467,-73.55696,H2Y 1X4,≈86,7.0,1903.0,Office
492,"2160 Rue de la Montagne #400, Montréal, QC H3G 2T3, Canada",45.4990994,-73.57816059999998,H3G 2T3,≈86,7.0,,Autres services professionels
493,"1414 Rue Chomedey, Montréal, QC H3H 0A2, Canada",45.490339,-73.58355999999998,H3H 0A2,≈86,7.0,2013.0,Autres services professionels
494,"10 Rue Notre-Dame Est, Montréal, QC H2Y 1B7, Canada",45.50630510000001,-73.55526309999998,H2Y 1B7,≈86,7.0,,Autres services professionels
495,"1400 Rue de Bleury, Montréal, QC H3A 2J1, Canada",45.506299,-73.56752449999998,H3A 2J1,≈86,7.0,1970.0,Autres services professionels
496,"3425 Avenue Papineau, Montréal, QC H2K, Canada",45.52871,-73.5644428,H2K,≈86,7.0,,Office
497,"1180 Rue Drummond bureau 100, Montréal, QC H3G 2R7, Canada",45.4974454,-73.5724133,H3G 2R7,≈86,7.0,,Autres services professionels
498,"1355 Boulevard René-Lévesque O, Montréal, QC H3G 1T3, Canada",45.4961092,-73.5731796,H3G 1T3,≈86,7.0,,Autres services professionels
499,"2170 Avenue Lincoln, Montréal, QC H3H 2N5, Canada",45.4918523,-73.58516089999998,H3H 2N5,≈86,7.0,,Residential
500,"900 Boulevard René-Lévesque O, Montréal, QC H3B 4A5, Canada",45.5005463,-73.56828279999998,H3B 4A5,≈86,7.0,,Immeuble commercial
501,"125 Rue Charlotte, Montréal, QC H2X 1M2, Canada",45.5105723,-73.56165899999998,H2X 1M2,≈74,6.0,2016.0,Autres services professionels
502,"700 Rue Saint Antoine E, Montréal, QC H2Y 3E5, Canada",45.51255379999999,-73.5532745,H2Y 3E5,≈74,6.0,1898.0,Autres services professionels
503,"1001 Rue Sainte-Catherine O, Montréal, QC H3A 1X2, Canada",45.5007744,-73.57267999999998,H3A 1X2,≈74,6.0,,Autres services professionels
504,"700 Rue Saint-Antoine O, Montréal, QC H4Z 1A1, Canada",45.5011281,-73.56205200000002,H4Z 1A1,≈74,6.0,2014.0,Autres services professionels
505,"Place Ville Marie, Montreal, QC H3B, Canada",45.5019217,-73.5680473,H3B,≈74,6.0,1962.0,Autres services professionels
506,"Rue Saint-Paul O, Montréal, QC, Canada",45.5006415,-73.55674309999998,,≈74,6.0,1907.0,Autres services professionels
507,"740 Rue Saint Maurice, Montréal, QC H3C 1L5, Canada",45.4987066,-73.55991340000001,H3C 1L5,≈74,6.0,1989.0,Office
508,"Rue Centre, Montréal, QC H3K, Canada",45.4806293,-73.56581849999998,H3K,≈74,6.0,1971.0,Autres services professionels
509,"Installation 1: 205 avenue Viger Ouest, H2Z 1G2, Installation 2:, 309 Rue Notre-Dame Est, Montréal, QC H2Y 3Z2, Canada",45.50689999999999,-73.5557917,H2Y 3Z2,≈74,6.0,1990.0,Autres services professionels
510,"430 Rue Sainte-Hélène, Montréal, QC H2Y 2K7, Canada",45.5009492,-73.55786499999998,H2Y 2K7,≈74,6.0,1986.0,Office
511,"Le Faubourg Sainte Catherine, Montreal, QC H3H, Canada",45.4941161,-73.57830290000003,H3H,≈74,6.0,1987.0,Office
512,"2200 Avenue McGill College, Montréal, QC H3A 3P8, Canada",45.5031133,-73.57409140000001,H3A 3P8,≈74,6.0,1990.0,Autres services professionels
513,"420 Rue Notre-Dame Ouest, Montréal, QC H2Y 1V3, Canada",45.5013617,-73.5591439,H2Y 1V3,≈74,6.0,1988.0,Autres services professionels
514,"615 Belmont St, Montreal, QC H3B 2L8, Canada",45.5021031,-73.56560160000002,H3B 2L8,≈74,6.0,1958.0,Autres services professionels
515,"3530 Rue Saint-Urbain, Montréal, QC H2X 2N7, Canada",45.5119048,-73.57218680000003,H2X 2N7,≈74,6.0,,Autres services professionels
516,"150 Rue Ontario E, Montréal, QC H2X 2Z7, Canada",45.5128778,-73.56594869999998,H2X 2Z7,≈74,6.0,,Autres services professionels
517,"3455 Rue Hutchison, Montréal, QC H2X 2G1, Canada",45.5085092,-73.57311299999998,H2X 2G1,≈74,6.0,,Office
518,"3484 Rue Stanley, Montréal, QC H3A 1S1, Canada",45.5021836,-73.5801369,H3A 1S1,≈74,6.0,,Autres services professionels
519,"1845 Rue William, Montréal, QC H3J 1R6, Canada",45.4871375,-73.5673418,H3J 1R6,≈62,5.0,2013.0,Autres services professionels
520,"408 Rue McGill, Montréal, QC H2Y 2G1, Canada",45.5000422,-73.55766009999998,H2Y 2G1,≈62,5.0,,Office
521,"1384 Rue Sherbrooke E, Montréal, QC H2L 1M4, Canada",45.5250341,-73.56458119999998,H2L 1M4,≈62,5.0,,Autres services professionels
522,"506 Rue McGill, Montréal, QC H2Y 2H6, Canada",45.5009329,-73.55994670000003,H2Y 2H6,≈62,5.0,,Autres services professionels
523,"1307 Rue Sainte-Catherine O, Montréal, QC H3G 1P7, Canada",45.4978229,-73.57530320000002,H3G 1P7,≈62,5.0,,Immeuble commercial
524,"417 Rue Saint Nicolas, Montréal, QC H2Y 2P4, Canada",45.5023434,-73.55599629999998,H2Y 2P4,≈62,5.0,1864.0,Office
525,"400 Rue Saint-Jacques, Montréal, QC H2Y 0A2, Canada",45.50179740000001,-73.559702,H2Y 0A2,≈62,5.0,1987.0,Autres services professionels
526,"127 Rue Saint-Pierre, Montréal, QC H2Y 2L6, Canada",45.50070729999999,-73.55448270000002,H2Y 2L6,≈62,5.0,1875.0,Autres services professionels
527,"416 Rue McGill, Montréal, QC H2Y 2G1, Canada",45.5002885,-73.5578348,H2Y 2G1,≈62,5.0,1855.0,Autres services professionels
528,"2000 Avenue McGill College, Montréal, QC H3A 3H3, Canada",45.5026306,-73.5735681,H3A 3H3,≈62,5.0,2007.0,Autres services professionels
529,"Rue Centre, Montréal, QC H3K, Canada",45.4806293,-73.56581849999998,H3K,≈62,5.0,1990.0,Autres services professionels
530,"930 Rue Wellington, Montréal, QC H3C, Canada",45.49463799999999,-73.55544029999999,H3C,≈62,5.0,1945.0,Office
531,"486 Rue Sainte-Catherine O, Montréal, QC H3B 1A6, Canada",45.50443509999999,-73.5681413,H3B 1A6,≈62,5.0,1910.0,Autres services professionels
532,"Montreal, QC H2K 4R5, Canada",45.5217493,-73.5509015,H2K 4R5,≈62,5.0,1989.0,Autres services professionels
533,"353 Rue Saint Nicolas, Montréal, QC H2Y 2P1, Canada",45.5020763,-73.5553254,H2Y 2P1,≈62,5.0,1840.0,Autres services professionels
534,"438 Rue McGill, Montréal, QC H2Y 2G1, Canada",45.5003524,-73.5583077,H2Y 2G1,≈62,5.0,1910.0,Autres services professionels
535,"1437 Boulevard René-Lévesque O, Montréal, QC H3G 1T7, Canada",45.494806,-73.57432850000002,H3G 1T7,≈62,5.0,,Autres services professionels
536,"275 Rue Notre-Dame Est, Montréal, QC H2Y 1C6, Canada",45.5089192,-73.5543325,H2Y 1C6,≈62,5.0,1878.0,Immeuble commercial
537,"447 Rue Saint-François-Xavier, Montréal, QC H2Y 2T1, Canada",45.50332570000001,-73.5562121,H2Y 2T1,≈62,5.0,1886.0,Residential
538,"700 Rue Saint-Jacques, Montréal, QC H3C 1E9, Canada",45.49998710000001,-73.5612939,H3C 1E9,≈62,5.0,,Autres services professionels
539,"Redpath Hall, 3461 McTavish St, Montreal, QC H3A 1Y1, Canada",45.50375379999999,-73.57735950000001,H3A 1Y1,≈49,4.0,,Office
540,"3485 Rue McTavish, Montréal, QC H3A 0E1, Canada",45.5041451,-73.57765970000001,H3A 0E1,≈49,4.0,,Autres services professionels
541,"1970 STE-CATHERINE O, Montréal, QC H3G 2K8, Canada",45.4919083,-73.581017,H3G 2K8,≈49,4.0,,Immeuble commercial
542,"1391 Rue Sainte-Catherine O, Montréal, QC H3G 1R1, Canada",45.496845,-73.57624249999998,H3G 1R1,≈49,4.0,,Autres services professionels
543,"1380 Rue Sherbrooke Ouest, Montréal, QC H3G 1J5, Canada",45.4985219,-73.57940009999999,H3G 1J5,≈49,4.0,,Autres services professionels
544,"430 Rue Saint-Pierre, Montréal, QC H2Y 2M5, Canada",45.5016921,-73.5573507,H2Y 2M5,≈49,4.0,1942.0,Autres services professionels
545,"255 Rue Saint-Jacques, Montréal, QC H2Y 1M6, Canada",45.50340449999999,-73.5591953,H2Y 1M6,≈49,4.0,1928.0,Autres services professionels
